coursename,subject,professor,description 
ALS2400,Developing a Reflective Tutoring Practice,ALS,"Fall, Spring.","{'Laurel Southard', 'Jennifer Bokaer-Smith'}","This course provides tutors with an opportunity to reflect on and refine their own tutoring practice, in the context of literature and theory about peer teaching and learning in an inclusive environment. Participants complete readings, participate in group discussions with hands-on practice and role-playing, conduct peer observations and debrief about those observations, and practice reflective journaling. Most sessions include discussion or sharing of e-Portfolios. Topics discussed in class include developing an active, student-centered tutoring practice, fostering a growth mindset and enhancing resilience in tutors and tutees, managing the unexpected, problem-solving, leading groups, and communicating productively across difference.            "," Develop a student-centered tutoring practice. Practice and master tutoring skills in a safe environment. Provide productive feedback to peers. Create and maintain a comfortable working environment for diverse learners. Identify and refer tutees who need additional help. Respond to emergencies, interruptions, and unanticipated problems during tutoring sessions. Reflect on and evaluate their experiences as tutors."
ALS3920,New York State Government Affairs,ALS,Spring.,{'Richard Canfield'},"This course is part of the Human Ecology Capital Semester Program. Students live and work in Albany as legislative aids to a NYS Senator or Assembly Member, take a course in NYS Government, and participate in discussion forums with key legislators and policymakers. In addition, students are mentored by on-site Cornell Government Affairs staff that provides opportunities to work on legislative priorities that align with students' interests and their legislative assignments. On-site staff connect interns to state government officials working in their areas of interest, including Cornell alumni and dignitaries, advise students in their office work and internship coursework, and provide background to the policies and politics of Albany and state government, especially as it pertains to higher education and Cornell's role as a NYS Land Grant University. A relocation and living stipend is provided.",
ALS4100,Community-Based Research in DC,ALS,"Fall, Spring.",{'Katie Beem'},"In this experiential, community-based research course, Cornell in Washington program participants will design, implement, evaluate, and reflect on a semester-long community engaged research and service-learning project with an established community partner. Students will receive training and grounding in community-based research theory and practice as well as reflective learning skills. Early in the semester, students will chose from a few optional projects that they will then further co-develop with the community partner, creating clearly defined project deliverables that they will carry out through the semester. The course will meet weekly for seminar instruction to ground students' work, and then students will develop their research products and timelines, committing to 50 hours of work with the community partner.            "," Describe and explain the core principles of community-based research theory and best practices. Apply community-based research practices to a project. Create, implement, and evaluate a project in conjunction with a community partner that addresses a specific need. Engage in reflective practice and evaluate their own performance on the project."
ALS4200,Immersion and Engagement in DC,ALS,"Fall, Spring, Summer.",{'Katie Beem'},"In this community engaged course, Cornell in Washington program participants will explore and deepen their understanding of their experiences living and working in D.C. The course will ground students' knowledge in critical social theory, place-based learning theory, and explorations of contemporary issues facing D.C. Students will also learn critical reflection techniques to further develop their knowledge and experiences while in the program. The course will consist of weekly class meetings, discussions, guest speakers, and field engagement activities.            "," Describe and explain the core principles of critical social theory, place-based learning theory, and reflective practice. Engage in integrative and peer learning across disciplines and experiences. Critically reflect on their experiences and knowledge. Reflect on and describe the complexity and diversity of the D.C. community, Cornell in Washington community and their place in it."
ALS4960,Internship in Agriculture and Life Sciences,ALS,"Fall, Spring, Summer.",set(),All 4960 internship courses must adhere to the CALS guidelines at cals.cornell.edu/academics/student-research/internship. Students planning internships related to the discipline of a department are encouraged to enroll in the departmental internship course.,
ALS4970,Independent Study in Agriculture and Life Sciences,ALS,"Fall, Spring.",{'Shawna Alling'},Independent study for undergraduate students.,
ALS4980,Undergraduate Teaching Assistant,ALS,"Fall, Spring.",set(),Students learn and experience assisting in a course under the direction of a course instructor.,
ALS4990,Undergraduate Research in Agriculture and Life Sciences,ALS,"Fall, Spring.",set(),Independent research for undergraduate students.,
ALS5211,Career Readiness: Engaged Learning for CALS Professional Master's Students,ALS,"Fall, Spring (weeks 1-7).","{'Cindy Grey', 'Donald Viands', 'Jennifer Micale'}","This course will provide CALS professional master's students with career readiness, an integral part of achieving success upon degree completion. Career readiness can be defined as the attainment and demonstration of competencies that broadly prepare graduates for a successful career transition. This course will be taught with the Engaged Learning framework, which will give students the opportunity to integrate professional development skills into career and life experiences."," Construct a job search plan adapted to their career timeline. Prepare a customized and professional resume, cover letter and linkedin profile, using interests and strengths identified through self-assessment. Explore career resources available at Cornell University. Articulate their career goals through effective oral and written communication. Identify networking opportunities with faculty, alumni, fellow students and potential employers; and demonstrate interviewing skills. Recognize the importance of teamwork and leadership skills. Conduct themselves in a professional manner, demonstrating integrity, responsibility and self-awareness."
ALS5780,International Teaching Assistant Development Program Course 1,ALS,"Fall, Spring.",{'Kimberly Kenyon'},"Designed for international teaching assistants. This course focuses on oral communication, cross-cultural classroom dynamics, and teaching techniques. Through small group seminars, conferences with instructors, audio journals, and a teaching practicum, students work to expand their communication and pedagogical skills."," Define components of Advanced Level Speech communication. Identify and practice word, phrasal and sentence stress, intonation and comprehensible pronunciation. Apply knowledge of Advanced Level Speech components to monitor speech during communication. Organize knowledge as a TA using Advanced Level Speech components such as comparison, narration, description and explanation. Evaluate and prioritize areas of communication to improve through reflection. Examine the concept of culture and its influence on teaching and communication."
ALS6015,The Practice of Teaching in Higher Education,ALS,Spring.,{'Derina Samuel'},"The course will assist graduate students prepare for a faculty position in higher education. Course assignments and activities cover effective teaching and professional development. Students will complete an electronic portfolio in preparation for employment. The course covers faculty roles and responsibilities, educational philosophies, learning theories, instructional methods, course design and assessment among others."," Distinguish between the purpose, context and culture of different higher education institutions. Articulate an academic professional identity through a CV, vision statement, and research statement. Construct and articulate a statement of teaching philosophy as a future faculty member in higher education. Analyze and explain theories of learning and instructional design that enhance teaching and student learning in higher education settings. Design a course syllabus and communicate a rationale for the selection of materials, sequencing of course content, design of activities and methods of assessment. Describe and explain how to incorporate technologies into a specific course design to enhance teaching and learning in higher education. Demonstrate an understanding of criteria for assessing the quality of learning and teaching in higher education by creating a rubric. Communicate concepts and ideas related to excellence in teaching and learning in higher education through discussion (online/F2F), peer feedback and other presentation formats. Demonstrate evidence of reflective practice and learning through peer feedback, F2F-Online communication and the development of a web-based portfolio."
AMST1101,Introduction to American Studies,AMST,Spring.,{'Noliwe Rooks'},"This course is an introduction to interdisciplinary considerations of American culture. Specific topics may change from year to year and may include questions of national consensus versus native, immigrant and racial subcultures and countercultures; industrialization and the struggles over labor; the rise of leisure; the transformation of (the frequently gendered) public and private spheres; the relationship between politics and culture; the development and distinctions among consumer culture, mass culture and popular culture. These themes will be examined through a variety of media, such as literature, historical writing, music, art, film, architecture, etc. The course will also give attention to the many methods through which scholars have, over time, developed the discipline of American Studies.",
AMST1149,FWS: The Third World Within: Poverty and Paradox in the U.S.,AMST,Spring.,{'Eleanor Andrews'},"The United States is supposed to exemplify the First World and the global North. But poverty, colonialism, and marginalization are everywhere, evident in income inequality, environmental injustices, gun violence, high rates of incarceration, and more. Together, we will examine these problems, asking whether they stand apart from modern development or are a hidden but integral part of it. For example, how does the pipeline running through the Standing Rock Indian Reservation compare to energy extraction in other parts of the world? What does the continued crisis in Puerto Rico say about 21st-century colonialism? Over the course of the semester, students will produce a sociological research proposal, articulating realistic, data-driven research questions about the paradoxes that surround us.",
AMST1290,American Society through Film,AMST,Spring.,{'David Strang'},"Introduces students to the sociological analysis of American society through the lens of film. Major themes involve race, class, and gender; upward and downward mobility; incorporation and exclusion; small town vs the big city; and cultural conflicts over individualism, achievement, and community. We match a range of movies like American Graffiti (Lucas), Ace in the Hole (Wilder), The Asphalt Jungle (Houston), Do the Right Thing (Lee), The Heiress (Wyler), High Noon (Zinnemann), Mean Streets (Scorsese), Nashville (Altman), The Philadelphia Story (Cukor), and A Streetcar Named Desire (Kazan). Each film is paired with social scientific research that examines parallel topics, such as analyses of who goes to college, the production of news, deviant careers, urban riots, the gendered presentation of self, and the prisoner's dilemma.",
AMST1312,History of Rock Music,AMST,Spring.,{'Judith Peraino'},"This course examines the development and cultural significance of rock music from its origins in blues, gospel, and Tin Pan Alley up to alternative rock and hip hop. The course concludes with the year 2000.",
AMST1321,Music of Mexico and the Mexican Diaspora,AMST,Spring.,{'Alejandro Madrid'},"This class is a survey of music practices among Mexican communities both in Mexico and in the U.S. Taking contemporary musical practices as a point of departure, the class explores the historical, cultural, and political significance of a wide variety of Mexican music traditions (including indigenous, folk, popular, and art music, dating back to the 16th Century) from a transnational perspective.",
AMST1500,Introduction to Africana Studies,AMST,"Fall, Spring.",{'Siba Grovogui'},"This course offers an introduction to the study of Africa, the U.S., the Caribbean and other diasporas.  This course will examine, through a range of disciplines, among them literature, history, politics, philosophy, the themes - including race/racism, the Middle Passage, sexuality, colonialism, and culture - that have dominated Africana Studies since its inception in the late-1960s. We will explore these issues in the attempt to understand how black lives have been shaped, in a historical sense; and, of course, the effects of these issues in the contemporary moment. This course seeks to introduce these themes, to investigate through one or more of the disciplines relevant to the question, and to provide a broad understanding of the themes so as to enable the kind of intellectual reflection critical to Africana Studies.",
AMST1540,American Capitalism,AMST,Spring.,{'Kim Todt'},"This course studies the history of American capitalism. It helps you to answer these questions: What is capitalism? Is the U.S. more capitalist than other countries? How has capitalism shaped the history of the United States? Has it been a force for freedom, or is it a system of exploitation? What is its future? Through lectures, readings, and discussions, we'll give you the tools to win all your future arguments about capitalism, pro and con. And we won't even charge you the full market price.",
AMST1585,Sports and Politics in American History,AMST,Spring.,{'Lawrence Glickman'},"This course will explore the relationship between sports and politics over the course of American history since the 19th century.  Sports and politics have come together surprisingly frequently in the last two centuries and this course will take a ""case study"" method to examine particular episodes of politicized sports.  In the course of our investigations, we will the following questions: How do we define politics?  How have sports acted as a place for subversion and resistance? Conversely, how have sports reflected the power structure? No background knowledge is necessary.   Course materials will include memoirs, articles, and a variety of visual sources, including film and photography.   Course requirements will include a research paper.",
AMST1601,Indigenous Issues in Global Perspectives,AMST,Spring.,{'Karim-Aly Kassam'},"This course attends to the contemporary issues, contexts and experiences of Indigenous peoples. Students will develop a substantive understanding of colonialism and engage in the parallels and differences of its histories, forms, and effects on Indigenous peoples globally.  Contemporary Indigenous theorists, novelists, visual artists and historians have a prominent place in the course, highlighting social/environmental philosophies, critical responses to and forms of resistance toward neocolonial political and economic agendas and the fundamental concern for Indigenous self determination, among other topics.",
AMST1640,U.S. History since the Great Depression,AMST,Spring.,{'Julilly Kohler-Hausmann'},"An introductory survey to United States history since the Great Depression, this course explores the dramatic social, economic, and political transformations of the last century. It emphasizes domestic political developments, particularly the evolving notions of government responsibility for various social problems. Therefore, the course is especially concerned with the interactions between the state, popular movements, and people's daily lives.",
AMST2000,Introduction to Visual Studies,AMST,Spring.,{'Andrew Moisey'},"This course introduces the field of Visual Studies.  Visual Studies seeks to define and improve our visual relationship to nature and culture after the modern surge in technology and knowledge.  It contains objects, images, and problems that lie beyond the Art History and experimental science, yet is grown from both cultures.  It teaches the physical and legal limits of human, animal, and machine vision, how knowledge and power get into images, how spectacle drives the economy, and techniques of analysis that can deliver fresh perspectives across disciplines.",
AMST2001,The First American University,AMST,Spring.,"{'Corey Earle', 'Shirley Samuels'}","Educational historian Frederick Rudolph called Cornell University ""the first American university,"" referring to its unique role as a coeducational, nonsectarian, land-grant institution with a broad curriculum and diverse student body. In this course, we will explore the history of Cornell, taking as our focus the pledge of Ezra Cornell and Andrew Dickson White to found a university where ""any person can find instruction in any study."" The course will cover a wide range of topics and perspectives relating to the faculty, student body, evolution of campus, and important events and eras in Cornell history. Stories and vignettes will provide background on the current university and its administrative structure, campus traditions, and the names that adorn buildings and memorials throughout campus. Finally, the course will offer a forum for students to address questions on present-day aspects of the university.",
AMST2108,Indigenous Ingenuities as Living Networks,AMST,Spring.,{'Jolene Rickard'},"This course explores Haudenosaunee (Iroquois) knowledge and its application across the disciplines and through time. In particular, it offers a glimpse into Cornell's local indigenous culture through Haudenosaunee understanding of themselves as a unique people, maintaining traditional teachings and fulfilling ancient responsibilities in the world. Students will engage multiple primary sources including: art, archives, material and expressive culture and interact with Haudenosaunee knowledge holders, intellectuals, and elders."," Students will be able to define and analyze Indigenous knowledge systems and situate Indigenous epistemologies and ontologies as unique bodies of knowledge. Students will gain an understanding of Haudenosaunee peoples as a distinct cultural entity and as an Indigenous people, exercising their sovereign rights within the territory of the present day United States. Students will know how to identify the ways in which Haudenosaunee knowledge systems have adapted over time to meet outside challenges as well as the needs of its members. Students will be able to recognize the original territory of the Haudenosaunee and trace its shifting boundaries into the post-Revolutionary period. Students will gain awareness of Ithaca's and Cornell's connection to the history of Cayuga people and their homelands. Students will become familiar with Haudenosaunee gender roles, social organization, and political and economic systems. Students will become aware of Haudenosaunee agriculture practices and botanical and ecological knowledge."
AMST2112,"Black Spirituality, Religion & Protest",AMST,Spring.,{'Margaret Washington'},"This course examines Black spirituality, religion, and protest from an historical perspective, beginning with African traditions and Christianity during enslavement, which created resistance ideology and racial nationalism. Prophetic Christianity and church formation became primary political weapons after enslavement, particularly in the Age of Jim Crow, and foundationally led to twentieth century civil rights movements. While exploring these themes, the course will also analyze the complexities and contractions (i.e. Southern Baptist Convention, Nation of Islam and Black Lives Matter) inherent in resistance movements based on spiritual leadership.",
AMST2152,(Im)migration and (Im)migrants: Then and Now,AMST,Spring.,{'Sergio Garcia-Rios'},"One in ten residents of the United States was born outside the country. These people include international students, temporary workers, refugees, asylees, permanent residents, naturalized U.S. citizens and undocumented migrants. The arrival of these newcomers affects the cultural, economic, political and social dynamics of the country. Since immigration shows no signs of slowing down—in the United States or in many other nations of the world—the causes, consequences and repercussions of immigration will be one of the most important topics of the 21- century. Therefore this class will examine the history and contemporary role of immigration in the U.S. political system. The class will focus on two aspects of immigration: First, a historical examination of immigration policy from the founding of the country all the way forward to the current debate over immigration reform. Second, we will evaluate and assess the political incorporation and political participation of immigrant groups in the U.S. and determine whether immigrants are being incorporated, and if not, why? We will reflect on many important questions including the costs and benefits of immigration, issues related to civil rights and civil liberties, and finally propose our own ideas and solutions to the current immigration reform debate.",
AMST2220,From the New Deal to the Age of Reagan,AMST,Spring.,{'Lawrence Glickman'},"This seminar will explore some of the major political and cultural trends in the United States,  from the era of the Democratic New Dealer, Franklin D. Roosevelt, through the era of the conservative Republican, Ronald Reagan? This seminar will explore through primary source research and secondary readings  the key economic, political, and cultural characteristics and transformations of the period from 1930 though the turn of the century.  The course will examine the rise, persistence, and breakdown of the so-called ""New Deal Order"" and the crucial political shifts that we call the ""Reagan Revolution."" A key theme in this course will be the transformations and critiques of American liberalism and conservatism.",
AMST2274,The Manson Murders,AMST,Fall.,{'Claudia Verhoeven'},"On August 9-10, 1969, ex-convict, aspiring rock star, and charismatic leader Charles Manson ordered his so-called Family to brutally murder a few of LA's rich, white, ""beautiful people"" and leave clues implicating black radicals. The idea was to trigger an apocalyptic race war he called ""Helter Skelter"" (after a song by The Beatles). Today, these murders stand as the most infamous in twentieth-century U.S. criminal history and as synecdoche for the ""end of the Sixties."" They have also spawned a veritable Manson Industry in the popular realm: there are now Manson books, movies, TV shows, documentaries, podcasts, websites, music, comics, t-shirts, and even a tourist attraction (the Hollywood ""Helter Skelter"" tour).  The seminar will analyze the history of the Manson murders as well as their incredible resonance in American culture over the past half century. Who was Charles Manson and who were the members of the Family? What was the Family's relation to the counterculture, to Hollywood, Vietnam, the Black Panther Party, and environmentalism? How might we fit the Manson murders into the long history of apocalyptic violence and terror? And what does it mean that the Manson murders have occupied our collective imagination for fifty years? To answer these and other questions, we will analyze a variety of sources including television and newspaper reports, trial transcripts, true crime writing, memoirs, interviews, novels, films and documentaries, podcasts and pop songs.",
AMST2391,From Terra Incognita to Territories of Nation-States: Early American History in Two Dozen Maps,AMST,Spring.,{'Jon Parmenter'},"This course engages the rich cartographic record of colonial North America via an in-depth analysis of two dozen iconic maps.  Integrating visual and textual analysis, students will assess human representations of space across cultural boundaries, explore change over time in the mapmaking practices of indigenous peoples and various European intruders, and study the evolving relationship between cartography and power, attending particularly to the process by which mapping promoted a revolutionary new understanding of American geography as composed of the bounded territories of nation-states.",
AMST2423,Dazed and Confused: The Politics of Drug and Alcohol in US History,AMST,Spring.,{'Julilly Kohler-Hausmann'},"How did some intoxicating substances come to be illegal, while others are socially accepted? What is the role and responsibility of the state in managing the use and abuse of drugs and alcohol? This seminar examines the history of the nation's efforts to control and regulate intoxicants, with special attention given to why specific substances are criminalized and decriminalized at various points in history. It will focus on the relationship between social, economic, and political upheaval and campaigns to crack down on drugs. The course also investigates the growing trend to approach some drug and alcohol abuse as a medical problem and the rise of self-help societies and substance abuse rehabilitation. For example, we will examine state responses to opium use by middle class white women and Chinese immigrants during the 19th century, the passage and repeal of Prohibition, and the contemporary ""War on Drugs.""",
AMST2470,Digital Latinxs,AMST,Spring.,{'Ivan Chaar Lopez'},"Digital technology has been a part of modern life in the U.S. since the Cold War. A growing population of users works, plays, become politically active and fight-off boredom through digital technology. But who are these users? Where do they congregate and how do they emerge? How do they make meaning of their lives? This course focuses on the everyday experiences of Latinxs as users. It examines their participation in digital environments and their engagements with technology while paying attention to their social, political, and cultural contexts. Rather than imagine ""users"" as a universal category, students will learn about the experiences of Latinxs in digital spaces and their contributions to what scholars call digital culture.",
AMST2512,Black Women in the 20th Century,AMST,Spring.,{'Margaret Washington'},"This course focuses on African American women in the 20th century. The experiences of black women will be examined from a social, practical, communal, and gendered perspective. Topics include the Club Woman's movement, suffrage, work, family, black and white women and feminism, black women and radicalism, and the feminization of poverty.",
AMST2620,Introduction to Asian American Literature,AMST,Spring.,{'Sunn Wong'},"This course will introduce both a variety of writings by Asian North American authors and some critical issues concerning the production and reception of Asian American texts. Working primarily with novels, we will be asking questions about the relation between literary forms and the socio-historical context within which they take on their meanings, and about the historical formation of Asian American identities.",
AMST2645,Race and Modern US History,AMST,Spring.,{'Derek Chang'},"This course surveys modern U.S. history, from Reconstruction to the contemporary period. It will examine how race has been the terrain on which competing ideas of the American nation have been contested. From struggles over citizenship rights to broader meanings of national belonging, we will explore how practices, ideas, and representations have shaped political, cultural, and social power. A key concern for this course is examining how groups and individuals have pursued racial justice from the late-nineteenth century to the present.",
AMST2655,Latinos in the United States,AMST,Spring.,{'Hector Velez'},"Exploration and analysis of the Hispanic experience in the United States. Examines the sociohistorical background and economic, psychological, and political factors that converge to shape a Latino group identity in the United States. Perspectives are suggested and developed for understanding Hispanic migrations, the plight of Latinos in urban and rural areas, and the unique problems faced by the diverse Latino groups. Groups studied include Mexican Americans, Dominicans, Cubans, and Puerto Ricans.",
AMST2660,Everything You Know About Indians is Wrong: Unlearning Native American History,AMST,Spring.,{'Jon Parmenter'},"One thing many Americans think they know is their Indians: Pocahontas, the First Thanksgiving, fighting cowboys, reservation poverty, and casino riches. Under our very noses, however, Native American history has evolved into one of the most exciting, dynamic, and contentious fields of inquiry into America's past. It is now safer to assume, as Comanche historian Paul Chaat Smith has pointed out, that everything you know about Indians is in fact wrong. Most people have much to ""unlearn"" about Native American history before true learning can take place. This course aims to achieve that end by (re)introducing students to key themes and trends in the history of North America's indigenous nations. Employing an issues-oriented approach, the course stresses the ongoing complexity of Native American societies' engagements with varieties of settler colonialism since 1492 and dedicates itself to a concerted program of myth-busting. As such, the course will provide numerous opportunities for students to develop their critical thinking and reading skills.",
AMST2841,Viruses- Humans-Viral Politics (Social History and Cultural Politics of HIV & AIDS),AMST,Spring.,{'Christopher Roebuck'},"This course explores what has been termed ""the modern plague.""  It investigates the social history, cultural politics, biological processes, and global impacts of the retrovirus, HIV, and the disease syndrome, AIDS. It engages material from multiple fields: life sciences, social sciences, &amp; humanities as well as media reports, government documents, activist art, and community-based documentaries. It explores various meanings and life-experiences of HIV &amp; AIDS; examines conflicting understandings of health, disease, the body; investigates political struggles over scientific research, biomedical &amp; public health interventions, and cultural representations; and queries how HIV vulnerability is shaped by systems of power and inequality. As well, we come to learn about the practices, the politics, and the ethics of life and care that arise in ""the age of epidemic.""",
AMST2955,Socialism in America,AMST,Spring.,{'Russell Rickford'},"""Why no socialism in America?"" Scholars and activists have long pondered the relative dearth (compared to other industrialized societies) of sustained, popular, anticapitalist activity in the United States. Sure, leftist movements in the U.S. have often looked and operated differently than those in other parts of the world. But many Americans have forged creative and vibrant traditions of anticapitalism under very difficult circumstances. This class examines socialist thought and practice in the U.S. from the 19th century to the present. We trace intersections of race, class, and gender while exploring the freedom dreams of those who have opposed capitalism in the very heart of global power.",
AMST3010,Photography and the American Dream,AMST,Spring.,{'Bill Gaskins'},Who are 'the poor' in the United States? Who are the largest recipients of federal welfare and entitlement spending? Why is there an unprecedented simultaneous increase in wealth and poverty in the United States at this point in its history? What role does photography play in our understanding and misunderstanding of poverty in 'the greatest country in the world?' In this course we will explore the perceptions of poverty in the United States through three major American newspapers.,
AMST3020,"Representing Brooklyn: Race, Place and Popular Culture",AMST,Spring.,{'Oneka LaBennett'},"Hip Hop/Hipster/Immigrant/Brownstone Brooklyn. This course borrows from hip hop's notion of ""representing"" to explore popular and cultural understandings of race and place in Brooklyn as depicted in print, music, film, and online. While today Brooklyn is New York City's hippest borough and the site of swift gentrification, booming real estate, and the ever-escalating displacement of immigrant and Black communities, in the 1980s and 1990s it was a hotbed of hip hop music, making the borough synonymous with Black cultural production. The course examines Black cultural production as it relates to representations of Brooklyn and deconstructs images and discourses that marginalize the borough's Black residents. Spanning the period from 1945 to the present day, the commodification of hip hop in the 1980s-1990s, and close readings of films including Spike Lee's ""Do the Right Thing,"" to reflect on how Black popular culture engages with Brooklyn's diverse communities. While materials are interdisciplinary in approach, our investigation is informed by anthropological, historical, and literary texts covering topics including immigration, youth culture, transnationalism, gentrification, authenticity, and classed, gendered and racialized inequality.",
AMST3071,Enduring Global and American Issues,AMST,"Fall, Spring, Summer.",{'David Silbey'},"The US and the global community face a number of complex, interconnected and enduring issues that pose challenges for our political and policy governance institutions and society at large.  Exploring how the US and the world conceive of the challenges and take action on them is fundamental to understanding them.  This course investigates such issues, especially ones that fit into the critically important areas of sustainability, social justice, technology, public health and globalization, security and conflict, among others. Students will engage with these areas and issues and the challenges they pose, using multiple frameworks and approaches, through weekly class discussions and lectures.""",
AMST3121,Crime and Punishment,AMST,Spring.,{'Joseph Margulies'},"This is a class about the American criminal justice system—from policing to prisons, from arrest to reentry.  In many ways, the operation of the modern criminal justice system is taken for granted, which frequently allows it to escape close scrutiny. But we will examine it in great detail, with a focus on how it came about, how it sustains itself, its many roles in society (only some of which involve crime and justice), and how and why it may be changing.  NB:  This class is designed to challenge your settled assumptions and dearly held myths about what is right and wrong with the system.  Those who have made up their mind about criminal justice in America should not take the course.  This class was formerly GOVT 3141, PRISONS, taught by Prof. Margulies.  It has been renamed and renumbered as GOVT 3121 to distinguish it from the distance learning course taught by Prof. Katzenstein.",
AMST3131,"The Nature, Functions, and Limits of Law",AMST,Spring.,{'Dawn Chutkow'},"A general-education course to acquaint students with how our legal system pursues the goals of society. The course introduces students to various perspectives on the nature of law, what functions it ought to serve in society, and what it can and cannot accomplish. The course proceeds in the belief that such matters constitute a valuable and necessary part of a general education, not only for pre-law students but especially for students in other fields. Assigned readings comprise legal materials and also secondary sources on the legal process and the role of law in society. The classes include discussion and debate about current legal and social issues, including equality, safety, the environment, punishment, and autonomy.",
AMST3142,"Incarceration, Policy Response, and Self-Reflection",AMST,Fall.,{'Maria Reed'},"This class is intended to provoke some hard thinking about the relationship of committed ""outsiders"" and advocates of change to the experience of crime, punishment, and incarceration and to the men we meet at Auburn/Cayuga who have been in most instances long-confined to prison. We will read, think, talk and write about the incarceration experience and about policies that shape this experience. We will also think self-reflexively about the character of the 'outsider's' educational, political, and personal engagement. What are the motivations and what are the goals of such engagement? What are the anticipated outcomes – personal, social, educational, political, and/or moral and perhaps spiritual? In an effort to delve deeply into these questions, we will read a broad selection of work on incarceration, itself, as well as on the experience of what has come to be termed service learning or civic engagement. (AM)
 ",
AMST3321,Jazz Around the World,AMST,Spring.,{'Sergio Ospina Romero'},"This course explores the history of the globalization of jazz and offers a survey of local jazz scenes in various parts of the planet. Rather than presenting jazz as an exclusive U.S. tradition spreading throughout the world, the course fosters an understanding of jazz as taking shape in a series of diasporic channels, defined by the constant flux of musicians, audiences, and mass mediated music as well as by its adaptation to different musical structures, social conditions, cultural meanings, and racial ideas. By studying how musicians in multiple locals around the planet have engaged with jazz, the course furthers new and challenging understandings of what jazz is, of its significance in changing historical and cultural scenarios, and of the ways in which it has been shaped in the course of its global dissemination.    ",
AMST3370,Contemporary American Theatre on Stage and Screen,AMST,Spring.,{'J Gainor'},"How has theatre shaped our notion of America and Americans in the second half of the 20th century and beyond? What role has politics played in recent theatrical experimentation? How has performance been used as a platform for constructing and deconstructing concepts of identity, community, and nationality? And how and why have certain plays in this era been translated to the screen? In this course we will examine major trends in the American theatre from 1960 to the present. We will focus on theatre that responds directly to or intervenes in moments of social turmoil, including: the Vietnam and Iraq Wars, the Civil Rights Movement, the Women's Movement, and the AIDS epidemic. We will also explore the tensions between Broadway and alternative theatre production.",
AMST3405,Multicultural Issues in Education,AMST,Spring.,{'Sofia Villenas'},"This course explores research on race, ethnicity and language in American education. It examines historical and current patterns of school achievement for minoritized youths. It also examines the cultural and social premises undergirding educational practices in diverse communities and schools. Policies, programs and pedagogy, including multicultural and bilingual education, are explored.",
AMST3420,Refugees and the Politics of Vulnerability: Intersections of Feminist Theory and Practice,AMST,Spring.,{'Jane Juffer'},"Topic Spring 2019: Child Refugees and Politics: Children comprised 52 percent of the worldwide refugee population of 68.5 million in 2017. Traveling with families as well as unaccompanied, they appear in media accounts as the most vulnerable and at risk of all refugees. In this course, we will consider to what degree this assignation of vulnerability, often corresponding with victimhood, shapes the journeys and lives of refugee children. We will use the growing body of feminist scholarship on vulnerability in law, philosophy, migration studies, and other fields to investigate how ""vulnerability"" creates categories of worthy and unworthy victims. In the U.S., for example, images of babies and toddlers being separated from Central American parents prompted outrage. Yet images of teenage boys in makeshift tents in the New Mexico desert went largely uncovered. At what age does a child no longer deserve sympathy and protection? In what ways does vulnerability overshadow children's agency? How might vulnerability be rearticulated so as to address children's specific needs, at different ages? Our main focus will be Central American and Mexican children crossing into the U.S. at the southern border, but we will make comparisons to other groups throughout the world.",
AMST3506,Slavery and Visual Culture,AMST,Spring.,{'Cheryl Finley'},"This interdisciplinary undergraduate lecture examines the visual culture of slavery and the transatlantic slave trade from the 16th century to the present. Lectures present artifacts, prints, paintings, photographs, sculpture, film and installation art that images the history of slavery and its profound contemporary resonance. Lectures and assignments consider the following themes: how does the gaze structure vision and influence the control of historical narratives? Which themes dominate the visual culture of slavery? How does visual culture encode memory, violence or racism? How did the visual culture of slavery produce and circulate new technologies of vison? Where is the history of slavery visible in the built environment or the local landscape? Students study artifacts in the May Anti-Slavery Collection at Kroch Library and artworks at the Johnson Museum. Field trip to nearby anti-slavery sites of memory.",
AMST3581,Imagining Migration in Film and Literature,AMST,Spring.,"{'Sabine Haenni', 'Leslie Adelson'}","What role should imaginative arts play in debates about transnational migration, one of the principal factors re-shaping community and communication today?  Focusing on literature and film from the late 20th and early 21st centuries, with primary examples drawn from Germany, France and the United States—in relation to Turkey, Hungary, Tunisia, Iran, Nigeria, China, Mexico, and Japan—this course explores how creative arts rework the fabric of social life affected by migration.  Seminar-style discussion of assigned readings and viewings, with occasional lectures on other arts and regions.  Thematic units organized around key concepts such as borders and movement, ethnoscapes and citizenship, reading and viewing, labor and leisure, cityscapes and place-making, mediascapes and personhood, lawfulness and illegality, language and speech, art and perception.   ",
AMST3703,Asians in the Americas: A Comparative Perspective,AMST,Spring.,{'Viranjini Munasinghe'},"The common perception of ethnicity is that it is a ""natural"" and an inevitable consequence of cultural difference. ""Asians"" overseas, in particular, have won repute as a people who cling tenaciously to their culture and refuse to assimilate into their host societies and cultures. But, who are the ""Asians?"" On what basis can we label ""Asians"" an ethnic group? Although there is a significant Asian presence in the Caribbean, the category ""Asian"" itself does not exist in the Caribbean. What does this say about the nature of categories that label and demarcate groups of people on the basis of alleged cultural and phenotypical characteristics? This course will examine the dynamics behind group identity, namely ethnicity, by comparing and contrasting the multicultural experience of Asian populations in the Caribbean and the United States. Ethnographic case studies will focus on the East Indian and Chinese experiences in the Caribbean and the Chinese, Korean, Japanese, Filipino, and Indian experiences in the United States.",
